id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
6039,,"Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2012, First Round","Congo, Dem. Rep.","Secure Livelihoods Research Consortium - Overseas Development Institute<BR> Food and Agriculture Organization<BR> Feinstein International Center - Tufts University<BR> Humanitarian Aid and Reconstruct",2012,2012,Jul-07-15,Jul-07-15
4497,,"Global Financial Inclusion (Global Findex) Database 2011","Congo, Dem. Rep.","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,May-19-14,Jul-07-15
543,,"Enterprise Survey 2010","Congo, Dem. Rep.","[""World Bank""]",2010,2010,Sep-29-11,Sep-14-13
544,,"Informal Survey 2010","Congo, Dem. Rep.","[""World Bank""]",2010,2010,Sep-29-11,Sep-14-13
2426,,"Enquête Démographique et de Santé 2007","Congo, Dem. Rep.","Ministère du Plan<BR> Ministère de la Santé",2007,2007,Dec-20-12,Jul-06-17
879,,"Public Expenditure Tracking Survey in Education 2007","Congo, Dem. Rep.",[],2007,2007,Sep-30-11,Sep-14-13
4077,,"Analyse Globale de la Sécurité Alimentaire et de la Vulnerabilité 2008","Congo, Dem. Rep.","[""Programme alimentaire mondial - Nations Unies"","" Institut National de la Statistique - R\u00e9publique D\u00e9mocratique du Congo""]",2007,2007,Feb-19-14,Feb-19-14
539,,"Enterprise Survey 2006","Congo, Dem. Rep.","[""World Bank""]",2006,2006,Sep-29-11,Sep-14-13
540,,"Micro-Enterprise Survey 2006","Congo, Dem. Rep.","[""World Bank""]",2006,2006,Sep-29-11,Sep-14-13
4076,,"Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages 2004","Congo, Dem. Rep.","[""Institut National de la Statistique (INS) - Minist\u00e8re du Plan""]",2004,2004,Feb-19-14,Feb-19-14
708,,"Enquête à Indicateurs Multiples 2001, Enquête Nationale Sur la Situation des Enfants et des Femmes","Congo, Dem. Rep.","[""Minist\u00e8re du Plan et de la Reconstruction""]",2001,2001,Sep-29-11,Sep-14-13
784,,"Enquête à Indicateurs Multiples 1995, Enquête sur la Situation des Enfants et des Femmes au Zaiire","Congo, Dem. Rep.","[""Institut National de la Statistique""]",1995,1995,Sep-29-11,Sep-14-13
6660,,"World Bank Group Country Survey 2015","Congo, Rep.","Public Opinion Research Group - World Bank Group",2015,2015,Jan-18-17,Jan-18-17
6375,,"Global Financial Inclusion (Global Findex) Database 2014","Congo, Rep.","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
7106,,"Health Results-Based Financing Impact Evaluation 2014, Baseline Survey","Congo, Rep.","Paul Jacob Robyn - World Bank",2014,2014,Jun-26-17,Jun-26-17
3783,,"Enquête Démographique et de Santé 2011-2012","Congo, Rep.","Centre National de la Statistique et des Études Économiques (CNSEE) - Ministère de l’Économie, du Plan, de l’Aménagement du Territoire et de l’Intégration",2011,2012,Dec-12-13,Jul-06-17
4889,,"Enquête Congolaise Auprès des Ménages pour le Suivi et l'Evaluation de la Pauvreté 2011","Congo, Rep.","Centre National de la Statistique et des Études Économiques (CNSEE) - Ministère de l’Économie, du Plan, de l’Aménagement du Territoire et de l’Intégration",2011,2012,Sep-05-14,Sep-05-14
4433,,"World Bank Country Survey 2012","Congo, Rep.","[""Public Opinion Research Group - The World Bank Group""]",2012,2012,Apr-07-14,Apr-07-14
2667,,"Global Financial Inclusion (Global Findex) Database 2011","Congo, Rep.","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4498,,"Enquête de Séroprévalence et sur les Indicateurs du Sida du Congo 2009","Congo, Rep.","Centre National de la Statistique et des Etudes Economiques<BR> ICF Macro",2009,2009,May-19-14,Jul-06-17
545,,"Enterprise Survey 2009","Congo, Rep.","[""World Bank""]",2008,2009,Sep-29-11,Sep-14-13
4146,,"Recensement Général de la Population et de l'Habitation 2007","Congo, Rep.","[""Centre National de la Statistique et des Etudes Economiques""]",2007,2007,Feb-19-14,Feb-19-14
2254,,"Enquête Congolaise auprès des Ménages pour l’Evaluation de la Pauvreté 2005, Questionnaire des Indicateurs de Base du Bien-être","Congo, Rep.","[""Centre National de la Statistique et des Etudes Economiques (CNSEE) - Minist\u00e8re du Plan, de l'Am\u00e9nagement du Territoire et de l'Int\u00e9gration Economique, Republic of Congo""]",2005,2005,May-02-12,Sep-14-13
2427,,"Enquête Démographique et de Santé 2005","Congo, Rep.","Centre National de la Statistique et des Études Économiques (CNSEE)",2005,2005,Dec-20-12,Jul-06-17
2199,,"World Health Survey 2003","Congo, Rep.","[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
3146,,"Census of Population and Dwellings 2011","Cook Islands","[""Cook Islands Statistics Office - Ministry of Finance & Economic Management""]",2011,2011,Jul-10-13,Sep-14-13
3987,,"Global School-based Student Health Survey 2010","Cook Islands","[""World Health Organization"","" Centers for Disease Control and Prevention""]",2010,2010,Dec-12-13,Dec-12-13
5976,,"Census of Population and Dwellings 2006","Cook Islands","Cook Islands Statistics Office - Ministry of Finance and Economic Management, Cook Islands Government",2006,2006,Mar-13-15,Mar-13-15
5977,,"Household Expenditure Survey 2005-2006","Cook Islands","Cook Islands Statistics Office - Ministry of Finance and Economic Management, Cook Islands Government",2005,2005,Mar-13-15,Mar-13-15
6822,,"World Bank Group Country Survey 2016","Costa Rica","Public Opinion Research Group - World Bank Group",2016,2016,Jan-18-17,Jan-18-17
7031,,"Encuesta Continua de Empleo 2016, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Gobierno de Costa Rica",2016,2016,Jun-26-17,Jun-26-17
7032,,"Encuesta Continua de Empleo 2016, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Gobierno de Costa Rica",2016,2016,Jun-26-17,Jun-26-17
7033,,"Encuesta Continua de Empleo 2016, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Gobierno de Costa Rica",2016,2016,Jun-26-17,Jun-26-17
7034,,"Encuesta Continua de Empleo 2016, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Gobierno de Costa Rica",2016,2016,Jun-26-17,Jun-26-17
7037,,"Encuesta Nacional de Hogares 2016, Julio","Costa Rica","Instituto Nacional de Estadística y Censos - Ente Rector",2016,2016,Jun-26-17,Jun-26-17
6974,,"Encuesta Continua de Empleo 2015, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2015,2015,Jun-26-17,Jun-26-17
6977,,"Encuesta Continua de Empleo 2015, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2015,2015,Jun-26-17,Jun-26-17
6978,,"Encuesta Continua de Empleo 2015, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2015,2015,Jun-26-17,Jun-26-17
6979,,"Encuesta Continua de Empleo 2015, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2015,2015,Jun-26-17,Jun-26-17
7036,,"Encuesta Nacional de Hogares 2015, Julio","Costa Rica","Instituto Nacional de Estadística y Censos - Ente Rector",2015,2015,Jun-26-17,Jun-26-17
5898,,"Encuesta Nacional de Hogares 2014, Julio","Costa Rica","Instittuto Nacional de Estadística y Censos - Ente rector",2014,2014,Mar-13-15,Mar-13-15
6377,,"Global Financial Inclusion (Global Findex) Database 2014","Costa Rica","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
5307,,"World Bank Group Country Survey 2014","Costa Rica","Public Opinion Research Group - The World Bank Group",2014,2014,Dec-22-14,Dec-22-14
6897,,"Encuesta Continua de Empleo 2014, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2014,2014,Jan-18-17,Jan-18-17
6898,,"Encuesta Continua de Empleo 2014, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2014,2014,Jan-18-17,Jan-18-17
6899,,"Encuesta Continua de Empleo 2014, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2014,2014,Jan-18-17,Jan-18-17
6900,,"Encuesta Continua de Empleo 2014, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2014,2014,Jan-18-17,Jan-18-17
5894,,"Encuesta Nacional de Ingresos y Gastos de los Hogares 2012-2013","Costa Rica","Instituto Nacional de Estadística y Censos (INEC)",2012,2013,Mar-13-15,Mar-13-15
5882,,"Encuesta Continua de Empleo 2013, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2013,2013,Mar-13-15,Mar-13-15
5883,,"Encuesta Continua de Empleo 2013, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2013,2013,Mar-13-15,Mar-13-15
5884,,"Encuesta Continua de Empleo 2013, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2013,2013,Mar-13-15,Mar-13-15
5885,,"Encuesta Continua de Empleo 2013, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2013,2013,Mar-13-15,Mar-13-15
5897,,"Encuesta Nacional de Hogares 2013, Julio","Costa Rica","Instittuto Nacional de Estadística y Censos - Ente rector",2013,2013,Mar-13-15,Mar-13-15
4313,,"Encuesta Nacional de Hogares 2012, Julio","Costa Rica","[""Instituto Nacional de Esatd\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2012,2012,Apr-07-14,Apr-07-14
5878,,"Encuesta Continua de Empleo 2012, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2012,2012,Mar-13-15,Mar-13-15
5879,,"Encuesta Continua de Empleo 2012, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2012,2012,Mar-13-15,Mar-13-15
5880,,"Encuesta Continua de Empleo 2012, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2012,2012,Mar-13-15,Mar-13-15
5881,,"Encuesta Continua de Empleo 2012, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2012,2012,Mar-13-15,Mar-13-15
2644,,"Enterprise Survey 2010","Costa Rica","[""World Bank""]",2010,2011,Dec-20-12,Sep-14-13
2670,,"Global Financial Inclusion (Global Findex) Database 2011","Costa Rica","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4312,,"Encuesta Nacional de Hogares 2011, Julio","Costa Rica","[""Instituto Nacional de Esatd\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2011,2011,Apr-07-14,Apr-07-14
4335,,"X Censo Nacional de Población y VI de Vivienda 2011","Costa Rica","[""Instituto Nacional de Estad\u00edsticas y Censos - Ente Ejecutor - Costa Rica""]",2011,2011,Apr-07-14,Apr-07-14
5874,,"Encuesta Continua de Empleo 2011, Trimestre I","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2011,2011,Mar-13-15,Mar-13-15
5875,,"Encuesta Continua de Empleo 2011, Trimestre II","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2011,2011,Mar-13-15,Mar-13-15
5876,,"Encuesta Continua de Empleo 2011, Trimestre III","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2011,2011,Mar-13-15,Mar-13-15
5877,,"Encuesta Continua de Empleo 2011, Trimestre IV","Costa Rica","Instituto Nacional de Estadística y Censos (INEC) - Ente ejecutor de la Encuesta Continua de Empleo (ECE)",2011,2011,Mar-13-15,Mar-13-15
6906,,"X Censo Nacional de Población y VI de Vivienda 2011 - IPUMS Subset","Costa Rica","Instituto Nacional de Estadística y Censos<BR> Minnesota Population Center - University of Minnesota",2011,2011,Jan-18-17,Jan-18-17
4503,,"Encuesta Nacional de Hogares 2010, Julio","Costa Rica","[""Instituto Nacional de Esatd\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2010,2010,May-19-14,May-19-14
3741,,"Global School-based Student Health Survey 2009","Costa Rica","[""World Health Organization"","" Centers for Disease Control and Prevention""]",2009,2009,Dec-12-13,Dec-12-13
4305,,"Encuesta de Hogares de Propósitos Múltiples 2009, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2009,2009,Apr-07-14,Apr-07-14
4304,,"Encuesta de Hogares de Propósitos Múltiples 2008, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2008,2008,Apr-07-14,Apr-07-14
4301,,"Encuesta de Hogares de Propósitos Múltiples 2007, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2007,2007,Apr-07-14,Apr-07-14
4300,,"Encuesta de Hogares de Propósitos Múltiples 2006, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2006,2006,Apr-07-14,Apr-07-14
4299,,"Encuesta de Hogares de Propósitos Múltiples 2005, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2005,2005,Apr-07-14,Apr-07-14
4296,,"Encuesta de Hogares de Propósitos Múltiples 2004, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2004,2004,Apr-07-14,Apr-07-14
4292,,"Encuesta de Hogares de Propósitos Múltiples 2003, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2003,2003,Apr-07-14,Apr-07-14
4290,,"Encuesta de Hogares de Propósitos Múltiples 2002, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Ente Ejecutor - Costa Rica""]",2002,2002,Apr-07-14,Apr-07-14
3833,,"Multi Country Study Survey 2000-2001","Costa Rica","[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
4289,,"Encuesta de Hogares de Propósitos Múltiples 2001, Julio","Costa Rica","[""Instituto Nacional de Estad\u00edstica y Censos - Costa Rica""]",2001,2001,Apr-07-14,Apr-07-14
5306,,"Censos Nacionales IX de Población y V de Vivienda 2000 - IPUMS Subset","Costa Rica","Instituto Nacional de Estadística y Censos",2000,2000,Dec-22-14,Dec-22-14
1883,,"Encuesta Nacional de Salud Reproductiva 1992-1993","Costa Rica","Programa Salud Reproductiva de la Caja Costarricense de Seguro Social",1992,1993,Dec-29-11,Jul-07-15
5305,,"Censos Nacionales 1984. Octavo Censo Nacional de Población. Cuarto Censo Nacional de Vivienda - IPUMS Subset","Costa Rica","Dirección General de Estadísticas y Censos, Ministerio de Economía y Comercio",1984,1984,Dec-22-14,Dec-22-14
5304,,"Censos Nacionales- Mayo de 1973 III de Vivienda – VII de Población - IPUMS Subset","Costa Rica","Dirección General de Estadísticas y Censos, Ministerio de Economía, Industria y Comercio",1973,1973,Dec-22-14,Dec-22-14
5303,,"VI Censo Nacional de Población y II de Vivienda 1963 - IPUMS Subset","Costa Rica","Dirección General de Estadísticas y Censos",1963,1963,Dec-22-14,Dec-22-14
4238,,"Enquête sur les Indicateurs du Sida 2005","Cote d'Ivoire","Institut National de la Statistique - Cote d'Ivoire<BR> Ministère de la Lutte contre le Sida - Cote d'Ivoire",2005,2005,Apr-07-14,Jul-06-17
7009,,"CGAP Smallholder Household Survey 2016, Building the Evidence Base on the Agricultural and Financial Lives of Smallholder Households","Cote d’Ivoire","Jamie Anderson - The World Bank (GFMGP - CGAP)",2016,2016,Jun-26-17,Jun-26-17
6618,,"World Bank Group Country Survey 2015",Croatia,"Public Opinion Research Group - The World Bank Group",2015,2015,Jun-28-16,Jun-28-16
6972,,"Survey on Income and Living Conditions 2015",Croatia,"Croatian Bureau of Statistics",2015,2015,Jun-26-17,Jun-26-17
6399,,"Global Financial Inclusion (Global Findex) Database 2014",Croatia,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6956,,"Household Budget Survey 2014",Croatia,"Croatian Bureau of Statistics",2014,2014,Jun-26-17,Jun-26-17
4721,,"Enterprise Survey 2013",Croatia,"World Bank<BR> European Bank for Reconstruction and Development",2013,2013,Sep-05-14,Sep-05-14
4444,,"World Bank Country Survey 2012",Croatia,"[""Public Opinion Research Group - The World Bank Group""]",2012,2012,Apr-07-14,Apr-07-14
5801,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database",Croatia,"Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5864,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database",Croatia,"Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2786,,"Global Financial Inclusion (Global Findex) Database 2011",Croatia,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
4159,,"Population and Housing Census 2011",Croatia,"[""Croatian Bureau of Statistics""]",2011,2011,Feb-19-14,Feb-19-14
5800,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Croatia,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
6955,,"Household Budget Survey 2011",Croatia,"Croatian Bureau of Statistics",2011,2011,Jun-26-17,Jun-26-17
552,,"Enterprise Survey 2009",Croatia,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-14-13
551,,"Enterprise Survey 2007",Croatia,"[""World Bank""]",2007,2008,Sep-29-11,Sep-14-13
5359,,"Household Budget Survey 2008",Croatia,"Croatian Bureau of Statistics - CBS",2008,2008,Dec-22-14,Jul-07-15
550,,"Enterprise Survey 2005",Croatia,"[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Sep-29-11,Sep-14-13
5358,,"Household Budget Survey 2004",Croatia,"Croatian Bureau of Statistics - CBS",2004,2004,Dec-22-14,Jul-07-15
3807,,"World Health Survey 2003",Croatia,"[""World Health Organization (WHO)""]",2003,2003,Dec-12-13,Dec-12-13
549,,"Enterprise Survey 2002",Croatia,"[""World Bank"","" European Bank for Reconstruction and Development""]",2002,2002,Sep-29-11,Sep-14-13
3841,,"Multi Country Study Survey 2000-2001",Croatia,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
4157,,"Population and Housing Census 2001",Croatia,"[""Croatian Bureau of Statistics""]",2001,2001,Feb-19-14,Feb-19-14
5357,,"Household Budget Survey 1998",Croatia,"Croatian Bureau of Statistics - CBS",1998,1998,Dec-22-14,Jul-07-15
2959,,"Encuesta de Indicadores Múltiples por Conglomerados 2010-2011",Cuba,"[""Direcci\u00f3n Nacional de Registros M\u00e9dicos y Estad\u00edsticas de Salud"","" Fondo de Naciones Unidas para la Infancia""]",2010,2011,Jul-10-13,Sep-14-13
810,,"Encuestas de Indicadores Múltiples por Conglomerados 2006",Cuba,"[""Direcci\u00f3n Nacional de Estad\u00edstica - Ministerio de Salud""]",2006,2006,Sep-29-11,Sep-14-13
5308,,"The 2002 Census of Population and Dwellings - IPUMS Subset",Cuba,"National Office of Statistics of the Republic of Cuba",2002,2002,Dec-22-14,Dec-22-14
809,,"Encuestas de Indicadores Múltiples por Conglomerados 2000",Cuba,"[""Direcci\u00f3n Nacional de Registros M\u00e9dicos y Estad\u00edsticas Sanitarias""]",2000,2000,Sep-29-11,Sep-14-13
6378,,"Global Financial Inclusion (Global Findex) Database 2014",Cyprus,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
5608,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5818,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database",Cyprus,"Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2775,,"Global Financial Inclusion (Global Findex) Database 2011",Cyprus,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
5607,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5817,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database",Cyprus,"Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
5606,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
5605,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5794,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5604,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
5603,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
5602,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database",Cyprus,"Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
3842,,"Multi Country Study Survey 2000-2001",Cyprus,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
5957,,"Enterprise Survey 2013","Czech Republic","World Bank<BR> European Bank for Reconstruction and Development",2013,2014,Mar-13-15,Mar-13-15
5616,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5820,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database","Czech Republic","Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2776,,"Global Financial Inclusion (Global Findex) Database 2011","Czech Republic","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
5615,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5819,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database","Czech Republic","Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
5614,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
555,,"Enterprise Survey 2009","Czech Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-14-13
5613,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5612,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5611,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
5610,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
554,,"Enterprise Survey 2005","Czech Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Sep-29-11,Sep-14-13
5609,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database","Czech Republic","Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
3808,,"World Health Survey 2003","Czech Republic","[""World Health Organization (WHO)""]",2003,2003,Dec-12-13,Dec-12-13
553,,"Enterprise Survey 2002","Czech Republic","[""World Bank"","" European Bank for Reconstruction and Development""]",2002,2002,Sep-29-11,Sep-14-13
3843,,"Multi Country Study Survey 2000-2001","Czech Republic","[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
1886,,"Reproductive Health Survey 1993","Czech Republic","Factum (Czech public opinion research firm)<BR> Czech Statistical Office",1993,1993,Dec-29-11,Jul-07-15
5254,,"Taabo Health and Demographic Surveillance System Core Dataset 2009-2011","Côte D'Ivoire","N'Goran Eliezer - CSRS, unité de formation et de recherches Bioscience Université Houphouet Boigny",2009,2009,Dec-19-14,Dec-22-14
6372,,"Global Financial Inclusion (Global Findex) Database 2014","Côte d'Ivoire","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
5255,,"World Bank Group Country Survey 2014","Côte d'Ivoire","Public Opinion Research Group - The World Bank Group",2013,2014,Dec-19-14,Dec-22-14
6036,,"Enquête Démographique et de Santé et à Indicateurs Multiples 2011-2012","Côte d'Ivoire","Ministère de la Santé et de la Lutte contre le Sida (MSLS) - Gouvernement du Côte d’Ivoire<BR> Institut National de la Statistique (INS) - Ministère d’État, Ministère du Plan et du Développ",2011,2012,Jul-07-15,Jul-06-17
4166,,"Evaluation Approfondie de la Sécurité Alimentaire des Ménages Ruraux en Côte d’Ivoire 2009","Côte d'Ivoire","[""Institut National de la Statistique (INS) - Gouvernement de C\u00f4te d\u2019Ivoire"","" Programme Alimentaire Mondial des Nations Unies (PAM) - Nations Unies"","" Organisation des Nations Unies pour l'Aliment""]",2009,2009,Feb-19-14,Feb-19-14
546,,"Enterprise Survey 2009","Côte d'Ivoire","[""World Bank""]",2008,2009,Sep-29-11,Sep-14-13
547,,"Informal Survey 2009","Côte d'Ivoire","[""World Bank""]",2008,2009,Sep-29-11,Sep-14-13
548,,"Micro-Enterprise Survey 2009","Côte d'Ivoire","[""World Bank""]",2008,2009,Sep-29-11,Sep-14-13
2170,,"Enquête sur le Niveau de Vie des Ménages 2008","Côte d'Ivoire","[""Institut National de la Statistique - Government of C\u00f4te d'Ivoire""]",2008,2008,Apr-12-12,Sep-14-13
6286,,"Human Resources for Health in the Private Sector 2006","Côte d'Ivoire","Côte d'Ivoire Ministry of Health and Public Hygiene<BR> Abt Associate’s Private Sector Partnerships for Better Health Project",2006,2006,Sep-16-15,Sep-16-15
808,,"Enquête à Indicateurs Multiples 2006","Côte d'Ivoire","[""Institut National de la Statistique""]",2006,2006,Sep-29-11,Sep-14-13
4168,,"Enquête Nationale sur le Travail des Enfants 2005","Côte d'Ivoire","[""Institut National de la Statistique - Gouvernement de C\u00f4te d'Ivoire""]",2005,2005,Feb-19-14,Feb-19-14
6287,,"Comprehensive Assessment of Human Resources for Health in Côte d’Ivoire 2005","Côte d'Ivoire","Partners for Health Reformplus Project (PHRplus)<BR> Côte d'Ivoire Ministry of Health and Population<BR> U.S. Centers for Disease Control and Prevention (CDC)",2005,2005,Sep-16-15,Sep-16-15
2198,,"World Health Survey 2003","Côte d'Ivoire","[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
3998,,"Enquête sur le Niveau de Vie des Ménages de Côte d'Ivoire 2002","Côte d'Ivoire","[""Institut National de la Statistique - Minist\u00e8re du Plan et du d\u00e9veloppement""]",2002,2002,Feb-19-14,Feb-19-14
